team,media_home_goals,media_sofridos_home_goals,media_home_corners,media_sofridos_home_corners,media_home_shots-off-target,media_sofridos_home_shots-off-target,media_home_shots-total,media_sofridos_home_shots-total,media_home_attacks,media_sofridos_home_attacks,media_home_dangerous-attacks,media_sofridos_home_dangerous-attacks,media_home_ball-possession,media_sofridos_home_ball-possession,media_home_penalties,media_sofridos_home_penalties,media_home_shots-insidebox,media_sofridos_home_shots-insidebox,media_home_shots-outsidebox,media_sofridos_home_shots-outsidebox,media_home_offsides,media_sofridos_home_offsides,media_home_goals-kicks,media_sofridos_home_goals-kicks,media_home_goal-attempts,media_sofridos_home_goal-attempts,media_home_fouls,media_sofridos_home_fouls,media_home_saves,media_sofridos_home_saves,media_home_yellowcards,media_sofridos_home_yellowcards,media_prob_home_home_pinacle,media_prob_home_draw_pinacle,media_prob_home_away_pinacle,media_prob_home_btts_pinacle,media_prob_home_no_btts_pinacle,media_prob_home_over_pinnacle_2,media_prob_home_under_pinnacle_2,media_prob_home_over_pinnacle_2_25,media_prob_home_under_pinnacle_2_25,media_prob_home_over_pinnacle_2_5,media_prob_home_under_pinnacle_2_5,media_prob_home_bet365_home,media_prob_home_bet365_draw,media_prob_home_bet365_away,media_prob_home_btts_bet365_no,media_prob_home_btts_bet365_yes,media_prob_home_over_bet365_2_0,media_prob_home_under_bet365_2_0,"media_prob_home_over_bet365_2_0, 2_5","media_prob_home_under_bet365_2_0, 2_5",media_prob_home_over_bet365_2_5,media_prob_home_under_bet365_2_5,name_league,ano,media_sofridos_away_goals,media_away_goals,media_sofridos_away_corners,media_away_corners,media_sofridos_away_shots-off-target,media_away_shots-off-target,media_sofridos_away_shots-total,media_away_shots-total,media_sofridos_away_attacks,media_away_attacks,media_sofridos_away_dangerous-attacks,media_away_dangerous-attacks,media_sofridos_away_ball-possession,media_away_ball-possession,media_sofridos_away_penalties,media_away_penalties,media_sofridos_away_shots-insidebox,media_away_shots-insidebox,media_sofridos_away_shots-outsidebox,media_away_shots-outsidebox,media_sofridos_away_offsides,media_away_offsides,media_sofridos_away_goals-kicks,media_away_goals-kicks,media_sofridos_away_goal-attempts,media_away_goal-attempts,media_sofridos_away_fouls,media_away_fouls,media_sofridos_away_saves,media_away_saves,media_sofridos_away_yellowcards,media_away_yellowcards,media_prob_away_home_pinacle,media_prob_away_draw_pinacle,media_prob_away_away_pinacle,media_prob_away_btts_pinacle,media_prob_away_no_btts_pinacle,media_prob_away_over_pinnacle_2,media_prob_away_under_pinnacle_2,media_prob_away_over_pinnacle_2_25,media_prob_away_under_pinnacle_2_25,media_prob_away_over_pinnacle_2_5,media_prob_away_under_pinnacle_2_5,media_prob_away_bet365_home,media_prob_away_bet365_draw,media_prob_away_bet365_away,media_prob_away_btts_bet365_no,media_prob_away_btts_bet365_yes,media_prob_away_over_bet365_2_0,media_prob_away_under_bet365_2_0,"media_prob_away_over_bet365_2_0, 2_5","media_prob_away_under_bet365_2_0, 2_5",media_prob_away_over_bet365_2_5,media_prob_away_under_bet365_2_5
Rio Ave,0.0,4.0,2.0,3.0,3.0,2.0,4.0,8.0,59.0,62.0,26.0,21.0,40.0,60.0,,,1.0,7.0,2.0,1.0,1.0,0.0,2.0,5.0,3.0,7.0,6.0,12.0,1.0,0.0,1.0,1.0,0.12,0.19,0.73,,,,,,,,,0.12,0.18,0.75,0.57,0.5,,,,,,,Liga Portugal,2026-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporting CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liga Portugal,2026-2027,0.0,4.0,2.0,3.0,3.0,2.0,4.0,8.0,59.0,62.0,26.0,21.0,40.0,60.0,,,1.0,7.0,2.0,1.0,1.0,0.0,2.0,5.0,3.0,7.0,6.0,12.0,1.0,0.0,1.0,1.0,0.12,0.19,0.73,,,,,,,,,0.12,0.18,0.75,0.57,0.5,,,,,,
Tondela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portugal LigaPro,2026-2027,2.0,0.0,1.0,5.0,3.0,13.0,6.0,15.0,92.0,119.0,36.0,68.0,50.0,50.0,,,,,,,,,,,,,,,,,1.0,2.0,0.46,0.3,0.29,,,,,0.56,0.49,0.49,0.55,0.48,0.32,0.32,0.53,0.56,,,,,0.5,0.56
União de Leiria,2.0,0.0,1.0,5.0,3.0,13.0,6.0,15.0,92.0,119.0,36.0,68.0,50.0,50.0,,,,,,,,,,,,,,,,,1.0,2.0,0.46,0.3,0.29,,,,,0.56,0.49,0.49,0.55,0.48,0.32,0.32,0.53,0.56,,,,,0.5,0.56,Portugal LigaPro,2026-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athletic Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain La Liga,2026-2027,2.0,0.0,12.0,5.0,7.0,5.0,22.0,5.0,130.0,65.0,62.0,39.0,70.0,30.0,,,18.0,3.0,4.0,2.0,8.0,5.0,6.0,8.0,16.0,4.0,13.0,6.0,0.0,8.0,1.0,2.0,0.81,0.14,0.07,,,,,,,,,0.83,0.14,0.08,0.5,0.57,,,,,,
Celta de Vigo,1.0,2.0,5.0,3.0,1.0,5.0,4.0,13.0,90.0,113.0,43.0,51.0,52.0,48.0,0.0,1.0,1.0,8.0,3.0,5.0,3.0,4.0,5.0,1.0,3.0,9.0,7.0,16.0,2.0,1.0,1.0,1.0,0.53,0.3,0.2,,,0.56,0.47,0.48,0.54,,,0.54,0.3,0.22,0.57,0.5,,,0.53,0.51,,,Spain La Liga,2026-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deportivo Alavés,1.0,0.0,3.0,4.0,2.0,2.0,4.0,9.0,50.0,82.0,22.0,55.0,29.0,71.0,,,2.0,7.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,9.0,5.0,3.0,1.0,1.0,1.0,0.32,0.28,0.42,,,,,,,0.54,0.49,0.32,0.29,0.44,0.48,0.6,,,,,0.55,0.5,Spain La Liga,2026-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain La Liga,2026-2027,3.0,2.0,5.0,10.0,4.0,5.0,13.0,18.0,65.0,117.0,34.0,81.0,40.0,60.0,,,9.0,9.0,4.0,9.0,3.0,1.0,7.0,4.0,9.0,9.0,17.0,19.0,5.0,3.0,2.0,1.0,0.48,0.28,0.26,,,,,,,0.54,0.49,0.51,0.28,0.26,0.44,0.64,,,,,0.55,0.5
FC Barcelona,2.0,0.0,12.0,5.0,7.0,5.0,22.0,5.0,130.0,65.0,62.0,39.0,70.0,30.0,,,18.0,3.0,4.0,2.0,8.0,5.0,6.0,8.0,16.0,4.0,13.0,6.0,0.0,8.0,1.0,2.0,0.81,0.14,0.07,,,,,,,,,0.83,0.14,0.08,0.5,0.57,,,,,,,Spain La Liga,2026-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osasuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain La Liga,2026-2027,1.0,2.0,5.0,3.0,1.0,5.0,4.0,13.0,90.0,113.0,43.0,51.0,52.0,48.0,0.0,1.0,1.0,8.0,3.0,5.0,3.0,4.0,5.0,1.0,3.0,9.0,7.0,16.0,2.0,1.0,1.0,1.0,0.53,0.3,0.2,,,0.56,0.47,0.48,0.54,,,0.54,0.3,0.22,0.57,0.5,,,0.53,0.51,,
Racing Santander,3.0,2.0,5.0,10.0,4.0,5.0,13.0,18.0,65.0,117.0,34.0,81.0,40.0,60.0,,,9.0,9.0,4.0,9.0,3.0,1.0,7.0,4.0,9.0,9.0,17.0,19.0,5.0,3.0,2.0,1.0,0.48,0.28,0.26,,,,,,,0.54,0.49,0.51,0.28,0.26,0.44,0.64,,,,,0.55,0.5,Spain La Liga,2026-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Betis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain La Liga,2026-2027,0.0,1.0,8.0,2.0,5.0,7.0,16.0,15.0,95.0,109.0,47.0,42.0,42.0,58.0,,,10.0,6.0,6.0,9.0,1.0,1.0,7.0,9.0,8.0,11.0,10.0,11.0,2.0,3.0,2.0,1.0,0.37,0.3,0.35,,,,,0.51,0.51,0.48,0.55,0.39,0.3,0.36,0.53,0.53,,,,,0.5,0.55
Real Madrid,4.0,1.0,4.0,7.0,3.0,4.0,20.0,10.0,100.0,82.0,68.0,40.0,51.0,49.0,,,14.0,7.0,6.0,3.0,1.0,0.0,8.0,7.0,15.0,7.0,10.0,8.0,2.0,7.0,3.0,3.0,0.83,0.12,0.07,,,,,,,,,0.86,0.12,0.08,0.51,0.56,,,,,,,Spain La Liga,2026-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Sociedad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain La Liga,2026-2027,4.0,1.0,4.0,7.0,3.0,4.0,20.0,10.0,100.0,82.0,68.0,40.0,51.0,49.0,,,14.0,7.0,6.0,3.0,1.0,0.0,8.0,7.0,15.0,7.0,10.0,8.0,2.0,7.0,3.0,3.0,0.83,0.12,0.07,,,,,,,,,0.86,0.12,0.08,0.51,0.56,,,,,,
Valencia,0.0,1.0,8.0,2.0,5.0,7.0,16.0,15.0,95.0,109.0,47.0,42.0,42.0,58.0,,,10.0,6.0,6.0,9.0,1.0,1.0,7.0,9.0,8.0,11.0,10.0,11.0,2.0,3.0,2.0,1.0,0.37,0.3,0.35,,,,,0.51,0.51,0.48,0.55,0.39,0.3,0.36,0.53,0.53,,,,,0.5,0.55,Spain La Liga,2026-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain La Liga,2026-2027,1.0,0.0,3.0,4.0,2.0,2.0,4.0,9.0,50.0,82.0,22.0,55.0,29.0,71.0,,,2.0,7.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,9.0,5.0,3.0,1.0,1.0,1.0,0.32,0.28,0.42,,,,,,,0.54,0.49,0.32,0.29,0.44,0.48,0.6,,,,,0.55,0.5
Sporting Gijón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain La Liga 2,2026-2027,0.0,1.0,4.0,1.0,5.0,3.0,10.0,5.0,103.0,88.0,48.0,28.0,48.0,52.0,,,6.0,1.0,4.0,4.0,4.0,0.0,5.0,9.0,6.0,1.0,13.0,13.0,0.0,4.0,0.0,5.0,0.43,0.33,0.28,,,0.55,0.48,0.47,0.56,,,0.44,0.32,0.29,0.58,0.5,,,,,,
Tenerife,0.0,1.0,4.0,1.0,5.0,3.0,10.0,5.0,103.0,88.0,48.0,28.0,48.0,52.0,,,6.0,1.0,4.0,4.0,4.0,0.0,5.0,9.0,6.0,1.0,13.0,13.0,0.0,4.0,0.0,5.0,0.43,0.33,0.28,,,0.55,0.48,0.47,0.56,,,0.44,0.32,0.29,0.58,0.5,,,,,,,Spain La Liga 2,2026-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC Groningen,2.0,3.0,7.0,2.0,15.0,1.0,22.0,9.0,164.0,59.0,98.0,16.0,68.0,32.0,,,16.0,6.0,6.0,3.0,3.0,1.0,1.0,23.0,16.0,6.0,8.0,8.0,2.0,1.0,3.0,3.0,0.65,0.22,0.16,,,,,,,,,0.67,0.22,0.17,0.45,0.62,,,,,,,Netherlands Eredivisie,2026-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortuna Sittard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands Eredivisie,2026-2027,2.0,3.0,7.0,2.0,15.0,1.0,22.0,9.0,164.0,59.0,98.0,16.0,68.0,32.0,,,16.0,6.0,6.0,3.0,3.0,1.0,1.0,23.0,16.0,6.0,8.0,8.0,2.0,1.0,3.0,3.0,0.65,0.22,0.16,,,,,,,,,0.67,0.22,0.17,0.45,0.62,,,,,,
Anyang,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,77.0,131.0,44.0,93.0,41.0,59.0,1.0,0.0,,,,,1.0,0.0,,,4.0,5.0,12.0,14.0,1.0,0.0,3.0,5.0,0.25,0.3,0.49,,,,,0.53,0.51,,,0.26,0.3,0.54,0.56,0.53,,,,,,,K League 1,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bucheon 1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K League 1,2026,1.0,0.0,9.0,4.0,6.0,4.0,19.0,8.0,126.0,73.0,109.0,47.0,71.0,29.0,,,12.0,4.0,7.0,4.0,0.0,1.0,4.0,13.0,8.0,4.0,7.0,9.0,4.0,2.0,3.0,3.0,0.71,0.2,0.13,,,,,,,0.54,0.49,0.72,0.22,0.15,0.55,0.55,,,,,0.56,0.5
Daejeon Citizen,2.0,1.0,7.0,2.0,3.0,0.0,5.0,1.0,126.0,77.0,86.0,43.0,64.0,36.0,,,,,,,2.0,0.0,,,12.0,3.0,7.0,7.0,2.0,5.0,2.0,2.0,0.44,0.27,0.32,,,,,,,,,0.48,0.28,0.33,0.42,0.65,,,,,,,K League 1,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gangwon,2.0,2.0,12.0,3.0,5.0,2.0,14.0,8.0,127.0,54.0,92.0,26.0,69.0,31.0,0.0,1.0,,,,,1.0,0.0,,,18.0,8.0,11.0,14.0,3.0,8.0,1.0,1.0,0.65,0.25,0.14,,,,,0.51,0.52,0.48,0.55,0.68,0.25,0.16,0.64,0.44,,,,,,,K League 1,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gimcheon Sangmu,,,12.0,5.0,6.0,4.0,19.0,9.0,89.0,72.0,63.0,50.0,51.0,49.0,,,14.0,5.0,5.0,4.0,0.0,1.0,7.0,11.0,7.0,3.0,9.0,8.0,2.0,4.0,1.0,2.0,0.31,0.29,0.43,,,,,,,0.5,0.53,0.33,0.31,0.45,0.5,0.58,,,,,0.51,0.54,K League 1,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwangju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K League 1,2026,2.0,2.0,12.0,3.0,5.0,2.0,14.0,8.0,127.0,54.0,92.0,26.0,69.0,31.0,0.0,1.0,,,,,1.0,0.0,,,18.0,8.0,11.0,14.0,3.0,8.0,1.0,1.0,0.65,0.25,0.14,,,,,0.51,0.52,0.48,0.55,0.68,0.25,0.16,0.64,0.44,,,,,,
Incheon United,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K League 1,2026,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,77.0,131.0,44.0,93.0,41.0,59.0,1.0,0.0,,,,,1.0,0.0,,,4.0,5.0,12.0,14.0,1.0,0.0,3.0,5.0,0.25,0.3,0.49,,,,,0.53,0.51,,,0.26,0.3,0.54,0.56,0.53,,,,,,
Jeju United,1.0,2.0,4.0,3.0,8.0,6.0,13.0,12.0,110.0,114.0,82.0,67.0,52.0,48.0,,,8.0,8.0,5.0,4.0,0.0,1.0,7.0,10.0,11.0,7.0,12.0,12.0,2.0,2.0,0.0,2.0,0.39,0.31,0.33,,,0.56,0.48,0.48,0.55,,,0.43,0.33,0.33,0.56,0.53,,,,,,,K League 1,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeonbuk Motors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K League 1,2026,,,12.0,5.0,6.0,4.0,19.0,9.0,89.0,72.0,63.0,50.0,51.0,49.0,,,14.0,5.0,5.0,4.0,0.0,1.0,7.0,11.0,7.0,3.0,9.0,8.0,2.0,4.0,1.0,2.0,0.31,0.29,0.43,,,,,,,0.5,0.53,0.33,0.31,0.45,0.5,0.58,,,,,0.51,0.54
Pohang Steelers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K League 1,2026,1.0,2.0,4.0,3.0,8.0,6.0,13.0,12.0,110.0,114.0,82.0,67.0,52.0,48.0,,,8.0,8.0,5.0,4.0,0.0,1.0,7.0,10.0,11.0,7.0,12.0,12.0,2.0,2.0,0.0,2.0,0.39,0.31,0.33,,,0.56,0.48,0.48,0.55,,,0.43,0.33,0.33,0.56,0.53,,,,,,
Seoul,1.0,0.0,9.0,4.0,6.0,4.0,19.0,8.0,126.0,73.0,109.0,47.0,71.0,29.0,,,12.0,4.0,7.0,4.0,0.0,1.0,4.0,13.0,8.0,4.0,7.0,9.0,4.0,2.0,3.0,3.0,0.71,0.2,0.13,,,,,,,0.54,0.49,0.72,0.22,0.15,0.55,0.55,,,,,0.56,0.5,K League 1,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulsan HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K League 1,2026,2.0,1.0,7.0,2.0,3.0,0.0,5.0,1.0,126.0,77.0,86.0,43.0,64.0,36.0,,,,,,,2.0,0.0,,,12.0,3.0,7.0,7.0,2.0,5.0,2.0,2.0,0.44,0.27,0.32,,,,,,,,,0.48,0.28,0.33,0.42,0.65,,,,,,
Alianza Petrolera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colombia Liga BetPlay,2026,1.0,0.0,3.0,5.0,6.0,6.0,10.0,12.0,95.0,93.0,27.0,32.0,55.0,45.0,1.0,1.0,5.0,8.0,5.0,4.0,1.0,3.0,7.0,8.0,9.0,8.0,18.0,15.0,3.0,2.0,5.0,6.0,0.4,0.34,0.3,,,,,,,,,0.41,0.33,0.31,0.6,0.48,0.53,0.53,,,,
América de Cali,4.0,2.0,4.0,2.0,4.0,8.0,19.0,14.0,111.0,89.0,38.0,44.0,55.0,45.0,,,13.0,6.0,6.0,8.0,2.0,2.0,10.0,10.0,11.0,12.0,6.0,10.0,3.0,5.0,5.0,3.0,0.57,0.29,0.19,,,,,0.56,0.49,0.5,0.54,0.57,0.28,0.22,0.55,0.55,,,,,0.51,0.55,Colombia Liga BetPlay,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlético Bucaramanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.29,0.21,,,,,0.51,0.54,,,0.53,0.3,0.24,0.58,0.5,,,0.5,0.56,,,Colombia Liga BetPlay,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlético Nacional,2.0,1.0,3.0,2.0,3.0,5.0,15.0,8.0,80.0,79.0,25.0,18.0,51.0,49.0,,,6.0,4.0,9.0,4.0,0.0,8.0,5.0,13.0,10.0,6.0,15.0,14.0,2.0,7.0,5.0,3.0,0.66,0.25,0.14,,,,,0.56,0.49,0.52,0.53,0.65,0.24,0.17,0.56,0.53,,,,,0.52,0.53,Colombia Liga BetPlay,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boyacá Chicó,,,3.0,4.0,7.0,1.0,13.0,4.0,72.0,94.0,38.0,35.0,46.0,54.0,,,7.0,0.0,6.0,4.0,2.0,3.0,4.0,11.0,7.0,2.0,24.0,12.0,1.0,2.0,2.0,2.0,0.32,0.34,0.38,,,0.53,0.52,,,,,0.31,0.33,0.41,0.58,0.5,0.53,0.53,,,,,Colombia Liga BetPlay,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cúcuta Deportivo,1.0,0.0,3.0,5.0,6.0,6.0,10.0,12.0,95.0,93.0,27.0,32.0,55.0,45.0,1.0,1.0,5.0,8.0,5.0,4.0,1.0,3.0,7.0,8.0,9.0,8.0,18.0,15.0,3.0,2.0,5.0,6.0,0.4,0.34,0.3,,,,,,,,,0.41,0.33,0.31,0.6,0.48,0.53,0.53,,,,,Colombia Liga BetPlay,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deportes Tolima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colombia Liga BetPlay,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.35,0.26,,,,,0.56,0.49,0.5,0.56,0.48,0.29,0.29,0.5,0.58,,,,,0.51,0.54
Deportivo Cali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colombia Liga BetPlay,2026,2.0,1.0,3.0,2.0,3.0,5.0,15.0,8.0,80.0,79.0,25.0,18.0,51.0,49.0,,,6.0,4.0,9.0,4.0,0.0,8.0,5.0,13.0,10.0,6.0,15.0,14.0,2.0,7.0,5.0,3.0,0.66,0.25,0.14,,,,,0.56,0.49,0.52,0.53,0.65,0.24,0.17,0.56,0.53,,,,,0.52,0.53
Deportivo Pasto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colombia Liga BetPlay,2026,1.0,1.0,10.0,2.0,6.0,2.0,15.0,9.0,122.0,80.0,33.0,31.0,51.0,49.0,,,8.0,6.0,7.0,3.0,3.0,0.0,6.0,11.0,5.0,5.0,14.0,9.0,2.0,2.0,0.0,3.0,0.61,0.28,0.16,,,,,0.52,0.53,,,0.62,0.28,0.17,0.6,0.48,,,,,,
Fortaleza CEIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colombia Liga BetPlay,2026,,,3.0,4.0,7.0,1.0,13.0,4.0,72.0,94.0,38.0,35.0,46.0,54.0,,,7.0,0.0,6.0,4.0,2.0,3.0,4.0,11.0,7.0,2.0,24.0,12.0,1.0,2.0,2.0,2.0,0.32,0.34,0.38,,,0.53,0.52,,,,,0.31,0.33,0.41,0.58,0.5,0.53,0.53,,,,
Internacional de Bogotá,1.0,1.0,10.0,2.0,6.0,2.0,15.0,9.0,122.0,80.0,33.0,31.0,51.0,49.0,,,8.0,6.0,7.0,3.0,3.0,0.0,6.0,11.0,5.0,5.0,14.0,9.0,2.0,2.0,0.0,3.0,0.61,0.28,0.16,,,,,0.52,0.53,,,0.62,0.28,0.17,0.6,0.48,,,,,,,Colombia Liga BetPlay,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguares de Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colombia Liga BetPlay,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.22,0.1,,,,,,,0.54,0.52,0.74,0.22,0.11,0.62,0.45,,,,,0.54,0.51
Junior FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colombia Liga BetPlay,2026,4.0,2.0,4.0,2.0,4.0,8.0,19.0,14.0,111.0,89.0,38.0,44.0,55.0,45.0,,,13.0,6.0,6.0,8.0,2.0,2.0,10.0,10.0,11.0,12.0,6.0,10.0,3.0,5.0,5.0,3.0,0.57,0.29,0.19,,,,,0.56,0.49,0.5,0.54,0.57,0.28,0.22,0.55,0.55,,,,,0.51,0.55
Llaneros,0.0,2.0,2.0,5.0,3.0,8.0,5.0,19.0,69.0,97.0,26.0,26.0,32.0,68.0,,,4.0,8.0,1.0,11.0,2.0,2.0,10.0,7.0,6.0,14.0,13.0,14.0,6.0,2.0,3.0,3.0,0.26,0.32,0.47,,,0.56,0.48,0.5,0.55,,,0.28,0.32,0.47,0.55,0.55,0.57,0.49,,,,,Colombia Liga BetPlay,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millonarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colombia Liga BetPlay,2026,0.0,2.0,2.0,5.0,3.0,8.0,5.0,19.0,69.0,97.0,26.0,26.0,32.0,68.0,,,4.0,8.0,1.0,11.0,2.0,2.0,10.0,7.0,6.0,14.0,13.0,14.0,6.0,2.0,3.0,3.0,0.26,0.32,0.47,,,0.56,0.48,0.5,0.55,,,0.28,0.32,0.47,0.55,0.55,0.57,0.49,,,,
Once Caldas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.35,0.26,,,,,0.56,0.49,0.5,0.56,0.48,0.29,0.29,0.5,0.58,,,,,0.51,0.54,Colombia Liga BetPlay,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rionegro Águilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colombia Liga BetPlay,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.29,0.21,,,,,0.51,0.54,,,0.53,0.3,0.24,0.58,0.5,,,0.5,0.56,,
Santa Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.22,0.1,,,,,,,0.54,0.52,0.74,0.22,0.11,0.62,0.45,,,,,0.54,0.51,Colombia Liga BetPlay,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abha,1.0,1.0,5.0,2.0,10.0,3.0,15.0,8.0,108.0,85.0,42.0,28.0,52.0,48.0,,,10.0,5.0,5.0,3.0,1.0,1.0,7.0,12.0,10.0,2.0,8.0,6.0,0.0,3.0,2.0,1.0,0.37,0.32,0.36,,,,,,,0.51,0.54,0.39,0.32,0.38,0.48,0.6,,,,,0.51,0.55,Saudi Arabia Liga Profissional,2026,3.0,2.0,5.0,3.0,7.0,2.0,18.0,8.0,82.0,101.0,29.0,34.0,56.0,44.0,0.0,1.0,12.0,5.0,6.0,3.0,2.0,5.0,8.0,6.0,13.0,4.0,8.0,16.0,3.0,3.0,0.0,3.0,0.38,0.3,0.38,,,,,0.56,0.49,,,0.4,0.31,0.38,0.55,0.55,,,,,,
