name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,prob_home_pinacle,prob_draw_pinacle,prob_away_pinacle,prob_btts_pinacle,prob_no_btts_pinacle,prob_over_pinnacle_2,prob_under_pinnacle_2,prob_over_pinnacle_2_25,prob_under_pinnacle_2_25,prob_over_pinnacle_2_5,prob_under_pinnacle_2_5,prob_bet365_home,prob_bet365_draw,prob_bet365_away,prob_btts_bet365_no,prob_btts_bet365_yes,prob_over_bet365_2_0,prob_under_bet365_2_0,"prob_over_bet365_2_0, 2_5","prob_under_bet365_2_0, 2_5",prob_over_bet365_2_5,prob_under_bet365_2_5,Temporada
Estoril vs Famalicão,2026-08-07 19:15:00,Game ended in draw.,Liga Portugal,Estoril,Famalicão,1.0,1.0,8,10,7.0,6.0,8.0,2.0,14.0,6.0,68.0,50.0,41.0,16.0,50.0,50.0,,,10.0,4.0,4.0,2.0,3.0,1.0,7.0,9.0,8.0,4.0,12.0,13.0,0.0,2.0,1.0,2.0,2.98,3.26,2.53,,,,,,,2.07,1.81,3.0,3.25,2.35,1.95,1.8,,,,,2.05,1.8,0.34,0.31,0.4,,,,,,,0.48,0.55,0.33,0.31,0.43,0.51,0.56,,,,,0.49,0.56,2026-2027
Marítimo vs Casa Pia,2026-08-08 14:30:00,Marítimo won after full-time.,Liga Portugal,Marítimo,Casa Pia,1.0,0.0,10,14,2.0,6.0,8.0,2.0,16.0,9.0,65.0,118.0,34.0,50.0,39.0,61.0,,,12.0,6.0,4.0,3.0,0.0,1.0,6.0,8.0,8.0,3.0,17.0,13.0,4.0,3.0,2.0,2.0,1.94,3.34,4.41,,,1.8,2.09,2.08,1.8,2.03,1.84,1.9,3.3,4.1,1.75,2.0,,,,,2.05,1.8,0.52,0.3,0.23,,,0.56,0.48,0.48,0.56,0.49,0.54,0.53,0.3,0.24,0.57,0.5,,,,,0.49,0.56,2026-2027
Vitória Guimarães vs Arouca,2026-08-08 17:00:00,Arouca won after full-time.,Liga Portugal,Vitória Guimarães,Arouca,0.0,1.0,17,2,5.0,2.0,14.0,1.0,24.0,4.0,140.0,62.0,84.0,11.0,58.0,42.0,,,16.0,3.0,8.0,1.0,1.0,3.0,2.0,23.0,15.0,1.0,9.0,7.0,1.0,3.0,2.0,5.0,1.96,3.59,3.98,,,,,,,1.91,1.95,1.9,3.4,4.0,1.95,1.8,,,,,1.9,1.95,0.51,0.28,0.25,,,,,,,0.52,0.51,0.53,0.29,0.25,0.51,0.56,,,,,0.53,0.51,2026-2027
Estrela Amadora vs Sporting CP,2026-08-08 19:30:00,Game ended in draw.,Liga Portugal,Estrela Amadora,Sporting CP,2.0,2.0,17,16,5.0,4.0,3.0,5.0,8.0,15.0,91.0,117.0,35.0,46.0,44.0,56.0,,,4.0,11.0,4.0,4.0,1.0,2.0,13.0,7.0,5.0,11.0,13.0,14.0,6.0,2.0,2.0,2.0,9.67,5.33,1.33,,,,,,,,,9.0,4.75,1.33,1.7,2.05,,,,,,,0.1,0.19,0.75,,,,,,,,,0.11,0.21,0.75,0.59,0.49,,,,,,,2026-2027
Porto vs Alverca,2026-08-09 17:00:00,Porto won after full-time.,Liga Portugal,Porto,Alverca,2.0,0.0,12,8,7.0,9.0,4.0,7.0,9.0,15.0,90.0,83.0,52.0,22.0,54.0,46.0,2.0,0.0,7.0,8.0,2.0,7.0,,,10.0,9.0,9.0,8.0,13.0,10.0,5.0,1.0,0.0,4.0,1.2,6.88,14.82,,,,,,,,,1.18,6.0,17.0,1.53,2.37,,,,,,,0.83,0.15,0.07,,,,,,,,,0.85,0.17,0.06,0.65,0.42,,,,,,,2026-2027
Benfica vs Académico de Viseu,2026-08-09 19:30:00,Game ended in draw.,Liga Portugal,Benfica,Academico Viseu,2.0,2.0,13,16,10.0,2.0,10.0,4.0,28.0,8.0,127.0,39.0,91.0,14.0,62.0,38.0,,,24.0,8.0,4.0,0.0,1.0,2.0,3.0,12.0,19.0,7.0,14.0,13.0,2.0,8.0,2.0,4.0,1.11,10.46,22.74,,,,,,,,,1.11,9.0,19.0,1.57,2.25,,,,,,,0.9,0.1,0.04,,,,,,,,,0.9,0.11,0.05,0.64,0.44,,,,,,,2026-2027
Moreirense vs Sporting Braga,2026-08-09 19:30:00,Game ended in draw.,Liga Portugal,Moreirense,Sporting Braga,2.0,2.0,11,7,4.0,2.0,2.0,5.0,7.0,13.0,76.0,126.0,21.0,49.0,36.0,64.0,,,2.0,9.0,5.0,4.0,0.0,3.0,7.0,2.0,6.0,11.0,15.0,20.0,2.0,1.0,4.0,2.0,6.55,4.09,1.55,,,,,,,2.02,1.86,6.25,4.0,1.53,1.7,2.05,,,,,2.05,1.8,0.15,0.24,0.65,,,,,,,0.5,0.54,0.16,0.25,0.65,0.59,0.49,,,,,0.49,0.56,2026-2027
Gil Vicente vs Rio Ave,2026-08-09 19:30:00,Gil Vicente won after full-time.,Liga Portugal,Gil Vicente,Rio Ave,1.0,0.0,10,14,5.0,2.0,5.0,3.0,13.0,6.0,109.0,75.0,61.0,40.0,63.0,37.0,1.0,0.0,8.0,1.0,5.0,5.0,2.0,0.0,4.0,7.0,10.0,3.0,14.0,9.0,2.0,4.0,2.0,3.0,2.15,3.32,3.68,,,,,1.97,1.9,2.06,1.82,2.15,3.2,3.5,1.9,1.9,,,,,2.05,1.8,0.47,0.3,0.27,,,,,0.51,0.53,0.49,0.55,0.47,0.31,0.29,0.53,0.53,,,,,0.49,0.56,2026-2027
Santa Clara vs Nacional,2026-08-10 19:15:00,Game ended in draw.,Liga Portugal,Santa Clara,Nacional,2.0,2.0,14,13,4.0,4.0,5.0,5.0,19.0,10.0,85.0,86.0,42.0,39.0,52.0,48.0,0.0,1.0,11.0,8.0,8.0,2.0,0.0,1.0,8.0,6.0,10.0,6.0,15.0,14.0,2.0,4.0,2.0,2.0,1.91,3.22,4.84,,,1.96,1.9,2.08,1.81,,,1.9,3.0,4.75,1.61,2.2,2.0,1.85,,,,,0.52,0.31,0.21,,,0.51,0.53,0.48,0.55,,,0.53,0.33,0.21,0.62,0.45,0.5,0.54,,,,,2026-2027
Sporting CP vs Vitória Guimarães,2026-08-14 19:15:00,Sporting CP won after full-time.,Liga Portugal,Sporting CP,Vitória Guimarães,3.0,2.0,8,17,5.0,1.0,0.0,7.0,5.0,12.0,78.0,105.0,34.0,39.0,56.0,44.0,,,3.0,11.0,2.0,1.0,2.0,0.0,10.0,5.0,3.0,10.0,12.0,21.0,1.0,0.0,4.0,4.0,1.33,5.63,9.17,,,,,,,,,1.4,4.75,7.0,1.9,1.9,,,,,,,0.75,0.18,0.11,,,,,,,,,0.71,0.21,0.14,0.53,0.53,,,,,,,2026-2027
Alverca vs Estrela Amadora,2026-08-15 14:30:00,Game ended in draw.,Liga Portugal,Alverca,Estrela Amadora,2.0,2.0,18,11,2.0,0.0,9.0,3.0,14.0,10.0,82.0,95.0,33.0,28.0,46.0,54.0,,,10.0,8.0,4.0,2.0,2.0,1.0,7.0,7.0,,,10.0,12.0,5.0,2.0,2.0,4.0,2.15,3.29,3.78,,,,,1.9,1.99,,,2.1,3.25,3.6,1.9,1.9,,,,,2.02,1.82,0.47,0.3,0.26,,,,,0.53,0.5,,,0.48,0.31,0.28,0.53,0.53,,,,,0.5,0.55,2026-2027
Académico Viseu vs Santa Clara,2026-08-15 17:00:00,Santa Clara won after full-time.,Liga Portugal,Academico Viseu,Santa Clara,0.0,1.0,6,7,4.0,2.0,8.0,3.0,10.0,8.0,105.0,82.0,53.0,41.0,60.0,40.0,0.0,1.0,6.0,5.0,4.0,3.0,1.0,1.0,7.0,16.0,,,11.0,16.0,1.0,1.0,1.0,3.0,2.87,3.09,2.76,,,,,,,,,2.62,2.9,2.9,1.7,2.05,1.87,1.97,,,,,0.35,0.32,0.36,,,,,,,,,0.38,0.34,0.34,0.59,0.49,0.53,0.51,,,,,2026-2027
Rio Ave vs Porto,2026-08-15 19:30:00,Porto won after full-time.,Liga Portugal,Rio Ave,Porto,0.0,2.0,16,2,6.0,6.0,8.0,5.0,13.0,14.0,92.0,105.0,33.0,47.0,48.0,52.0,,,5.0,9.0,8.0,5.0,1.0,3.0,11.0,10.0,,,1.0,10.0,4.0,1.0,0.0,1.0,9.45,5.07,1.36,,,,,,,1.86,2.03,8.5,4.75,1.38,1.75,2.0,,,,,1.85,2.0,0.11,0.2,0.74,,,,,,,0.54,0.49,0.12,0.21,0.72,0.57,0.5,,,,,0.54,0.5,2026-2027
Nacional vs Estoril,2026-08-16 14:30:00,Nacional won after full-time.,Liga Portugal,Nacional,Estoril,2.0,0.0,9,13,7.0,4.0,9.0,3.0,20.0,9.0,109.0,75.0,59.0,19.0,59.0,41.0,,,10.0,4.0,10.0,5.0,1.0,0.0,5.0,12.0,,,13.0,13.0,5.0,1.0,2.0,4.0,3.1,3.35,2.43,,,,,,,1.97,1.91,3.0,3.3,2.37,2.05,1.7,,,,,1.97,1.87,0.32,0.3,0.41,,,,,,,0.51,0.52,0.33,0.3,0.42,0.49,0.59,,,,,0.51,0.53,2026-2027
