name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,prob_home_pinacle,prob_draw_pinacle,prob_away_pinacle,prob_btts_pinacle,prob_no_btts_pinacle,prob_over_pinnacle_2,prob_under_pinnacle_2,prob_over_pinnacle_2_25,prob_under_pinnacle_2_25,prob_over_pinnacle_2_5,prob_under_pinnacle_2_5,prob_bet365_home,prob_bet365_draw,prob_bet365_away,prob_btts_bet365_no,prob_btts_bet365_yes,prob_over_bet365_2_0,prob_under_bet365_2_0,"prob_over_bet365_2_0, 2_5","prob_under_bet365_2_0, 2_5",prob_over_bet365_2_5,prob_under_bet365_2_5,Temporada
SC Cambuur vs Excelsior,2026-08-07 18:00:00,Excelsior won after full-time.,Netherlands Eredivisie,SC Cambuur,Excelsior,0.0,4.0,14,17,5.0,8.0,6.0,4.0,11.0,18.0,23.0,34.0,3.0,9.0,47.0,53.0,,,5.0,14.0,6.0,4.0,1.0,1.0,5.0,9.0,7.0,12.0,6.0,11.0,5.0,1.0,,,2.67,3.53,2.62,,,,,,,,,2.7,3.4,2.6,2.25,1.57,,,,,,,0.37,0.28,0.38,,,,,,,,,0.37,0.29,0.38,0.44,0.64,,,,,,,2026-2027
NEC Nijmegen vs Telstar,2026-08-08 14:30:00,Telstar won after full-time.,Netherlands Eredivisie,NEC Nijmegen,Telstar,1.0,2.0,11,6,13.0,3.0,12.0,3.0,27.0,8.0,140.0,56.0,113.0,29.0,71.0,29.0,,,17.0,8.0,10.0,0.0,2.0,1.0,4.0,12.0,14.0,5.0,12.0,14.0,1.0,3.0,2.0,2.0,1.46,4.86,6.5,,,,,,,,,1.48,4.75,6.0,2.37,1.53,,,,,,,0.68,0.21,0.15,,,,,,,,,0.68,0.21,0.17,0.42,0.65,,,,,,,2026-2027
Go Ahead Eagles vs Willem II,2026-08-08 16:45:00,Go Ahead Eagles won after full-time.,Netherlands Eredivisie,Go Ahead Eagles,Willem II,4.0,1.0,6,7,6.0,2.0,7.0,8.0,20.0,13.0,129.0,62.0,70.0,18.0,69.0,31.0,,,14.0,8.0,6.0,5.0,1.0,0.0,8.0,9.0,13.0,6.0,6.0,14.0,0.0,6.0,2.0,1.0,1.55,4.23,6.21,,,,,,,,,1.5,4.5,6.0,2.1,1.66,,,,,,,0.65,0.24,0.16,,,,,,,,,0.67,0.22,0.17,0.48,0.6,,,,,,,2026-2027
PSV vs Fortuna Sittard,2026-08-08 18:00:00,Game ended in draw.,Netherlands Eredivisie,PSV,Fortuna Sittard,2.0,2.0,8,14,9.0,0.0,8.0,2.0,21.0,8.0,141.0,68.0,106.0,25.0,76.0,24.0,,,16.0,4.0,5.0,4.0,0.0,4.0,3.0,9.0,11.0,7.0,9.0,6.0,4.0,4.0,1.0,1.0,1.15,9.22,13.92,,,,,,,,,1.2,7.5,13.0,2.05,1.7,,,,,,,0.87,0.11,0.07,,,,,,,,,0.83,0.13,0.08,0.49,0.59,,,,,,,2026-2027
AZ vs ADO Den Haag,2026-08-08 19:00:00,AZ won after full-time.,Netherlands Eredivisie,AZ,ADO Den Haag,2.0,0.0,4,15,9.0,7.0,5.0,7.0,12.0,10.0,95.0,81.0,57.0,33.0,54.0,46.0,,,10.0,7.0,2.0,3.0,4.0,1.0,11.0,11.0,9.0,5.0,9.0,14.0,1.0,2.0,0.0,1.0,1.38,5.17,7.93,,,,,,,,,1.36,5.0,8.0,2.05,1.7,,,,,,,0.72,0.19,0.13,,,,,,,,,0.74,0.2,0.12,0.49,0.59,,,,,,,2026-2027
Sparta Rotterdam vs Feyenoord,2026-08-09 10:15:00,Feyenoord won after full-time.,Netherlands Eredivisie,Sparta Rotterdam,Feyenoord,0.0,1.0,14,10,5.0,10.0,9.0,10.0,10.0,22.0,82.0,76.0,41.0,52.0,40.0,60.0,,,8.0,16.0,2.0,6.0,5.0,2.0,18.0,15.0,8.0,16.0,11.0,8.0,6.0,1.0,3.0,1.0,5.19,4.35,1.61,,,,,,,,,5.0,4.33,1.6,2.25,1.57,,,,,,,0.19,0.23,0.62,,,,,,,,,0.2,0.23,0.62,0.44,0.64,,,,,,,2026-2027
PEC Zwolle vs Ajax,2026-08-09 12:30:00,Ajax won after full-time.,Netherlands Eredivisie,PEC Zwolle,Ajax,0.0,2.0,7,12,2.0,10.0,2.0,8.0,7.0,26.0,77.0,125.0,46.0,67.0,31.0,69.0,,,4.0,13.0,3.0,13.0,,,8.0,3.0,4.0,13.0,12.0,10.0,4.0,2.0,2.0,2.0,6.23,4.75,1.49,,,,,,,,,6.25,4.5,1.48,2.25,1.57,,,,,,,0.16,0.21,0.67,,,,,,,,,0.16,0.22,0.68,0.44,0.64,,,,,,,2026-2027
FC Groningen vs FC Utrecht,2026-08-09 12:30:00,FC Groningen won after full-time.,Netherlands Eredivisie,FC Groningen,FC Utrecht,2.0,1.0,9,13,5.0,1.0,4.0,7.0,16.0,14.0,107.0,67.0,38.0,37.0,59.0,41.0,,,10.0,12.0,6.0,2.0,1.0,4.0,7.0,9.0,7.0,11.0,12.0,17.0,6.0,3.0,0.0,2.0,2.22,3.56,3.25,,,,,,,1.85,2.02,2.15,3.5,3.3,2.2,1.61,,,,,,,0.45,0.28,0.31,,,,,,,0.54,0.5,0.47,0.29,0.3,0.45,0.62,,,,,,,2026-2027
SC Heerenveen vs FC Twente,2026-08-09 14:45:00,SC Heerenveen won after full-time.,Netherlands Eredivisie,SC Heerenveen,FC Twente,1.0,0.0,11,12,4.0,8.0,1.0,11.0,7.0,18.0,89.0,114.0,37.0,75.0,45.0,55.0,,,4.0,14.0,3.0,4.0,2.0,2.0,12.0,3.0,5.0,13.0,7.0,7.0,3.0,3.0,2.0,1.0,3.22,3.92,2.11,,,,,,,,,3.25,3.9,2.1,2.62,1.44,,,,,,,0.31,0.26,0.47,,,,,,,,,0.31,0.26,0.48,0.38,0.69,,,,,,,2026-2027
Telstar vs Sparta Rotterdam,2026-08-14 18:00:00,Sparta Rotterdam won after full-time.,Netherlands Eredivisie,Telstar,Sparta Rotterdam,1.0,3.0,6,14,7.0,5.0,4.0,4.0,7.0,16.0,130.0,57.0,71.0,47.0,61.0,39.0,,,4.0,13.0,3.0,3.0,1.0,0.0,4.0,4.0,4.0,11.0,13.0,17.0,6.0,0.0,1.0,1.0,2.23,3.8,3.11,,,,,,,,,2.2,3.6,3.1,2.62,1.44,,,,,,,0.45,0.26,0.32,,,,,,,,,0.45,0.28,0.32,0.38,0.69,,,,,,,2026-2027
Willem II vs NEC Nijmegen,2026-08-15 14:30:00,NEC Nijmegen won after full-time.,Netherlands Eredivisie,Willem II,NEC Nijmegen,1.0,4.0,17,13,1.0,2.0,2.0,6.0,9.0,21.0,77.0,138.0,23.0,72.0,32.0,68.0,,,7.0,12.0,2.0,9.0,0.0,3.0,13.0,4.0,4.0,16.0,10.0,14.0,6.0,1.0,1.0,0.0,4.88,4.57,1.63,,,,,,,,,4.75,4.75,1.6,2.37,1.53,,,,,,,0.2,0.22,0.61,,,,,,,,,0.21,0.21,0.62,0.42,0.65,,,,,,,2026-2027
FC Utrecht vs AZ,2026-08-15 16:45:00,AZ won after full-time.,Netherlands Eredivisie,FC Utrecht,AZ,1.0,4.0,12,4,3.0,9.0,4.0,10.0,8.0,24.0,91.0,110.0,38.0,40.0,48.0,52.0,,,6.0,11.0,2.0,13.0,1.0,0.0,11.0,6.0,5.0,17.0,23.0,14.0,5.0,1.0,4.0,2.0,3.01,3.64,2.34,,,,,,,,,2.9,3.7,2.3,2.25,1.57,,,,,,,0.33,0.27,0.43,,,,,,,,,0.34,0.27,0.43,0.44,0.64,,,,,,,2026-2027
Excelsior vs PSV,2026-08-15 18:00:00,PSV won after full-time.,Netherlands Eredivisie,Excelsior,PSV,1.0,2.0,1,10,1.0,7.0,2.0,7.0,5.0,20.0,87.0,138.0,34.0,47.0,41.0,59.0,,,3.0,16.0,2.0,4.0,1.0,1.0,9.0,5.0,4.0,16.0,9.0,3.0,7.0,1.0,1.0,0.0,6.4,4.97,1.47,,,,,,,,,6.5,5.0,1.44,2.62,1.44,,,,,,,0.16,0.2,0.68,,,,,,,,,0.15,0.2,0.69,0.38,0.69,,,,,,,2026-2027
Fortuna Sittard vs SC Cambuur,2026-08-15 19:00:00,Fortuna Sittard won after full-time.,Netherlands Eredivisie,Fortuna Sittard,SC Cambuur,3.0,1.0,12,17,6.0,7.0,4.0,7.0,17.0,19.0,78.0,110.0,41.0,66.0,36.0,64.0,,,11.0,16.0,6.0,3.0,3.0,1.0,13.0,5.0,11.0,11.0,10.0,9.0,6.0,4.0,0.0,2.0,1.62,4.44,5.09,,,,,,,,,1.61,4.1,5.25,2.37,1.53,,,,,,,0.62,0.23,0.2,,,,,,,,,0.62,0.24,0.19,0.42,0.65,,,,,,,2026-2027
ADO Den Haag vs FC Groningen,2026-08-16 10:15:00,FC Groningen won after full-time.,Netherlands Eredivisie,ADO Den Haag,FC Groningen,1.0,4.0,14,9,5.0,2.0,4.0,1.0,10.0,17.0,84.0,110.0,36.0,44.0,55.0,45.0,,,5.0,14.0,5.0,3.0,0.0,3.0,6.0,6.0,5.0,16.0,11.0,11.0,10.0,3.0,0.0,1.0,2.6,3.6,2.69,,,,,,,,,2.45,3.7,2.7,2.25,1.57,,,,,,,0.38,0.28,0.37,,,,,,,,,0.41,0.27,0.37,0.44,0.64,,,,,,,2026-2027
FC Twente vs PEC Zwolle,2026-08-16 12:30:00,FC Twente won after full-time.,Netherlands Eredivisie,FC Twente,PEC Zwolle,3.0,1.0,13,15,6.0,3.0,12.0,2.0,27.0,8.0,137.0,66.0,103.0,23.0,68.0,32.0,,,17.0,5.0,10.0,3.0,1.0,0.0,6.0,15.0,21.0,5.0,11.0,6.0,2.0,8.0,,,1.25,6.64,10.67,,,,,,,,,1.28,6.25,9.0,2.0,1.75,,,,,,,0.8,0.15,0.09,,,,,,,,,0.78,0.16,0.11,0.5,0.57,,,,,,,2026-2027
Feyenoord vs Go Ahead Eagles,2026-08-16 12:30:00,Game ended in draw.,Netherlands Eredivisie,Feyenoord,Go Ahead Eagles,2.0,2.0,11,5,6.0,6.0,12.0,6.0,27.0,14.0,107.0,88.0,67.0,24.0,53.0,47.0,,,19.0,8.0,8.0,6.0,2.0,0.0,7.0,16.0,15.0,13.0,3.0,8.0,4.0,4.0,,,1.23,7.12,10.7,,,,,,,,,1.25,7.0,10.0,2.25,1.57,,,,,,,0.81,0.14,0.09,,,,,,,,,0.8,0.14,0.1,0.44,0.64,,,,,,,2026-2027
Ajax vs SC Heerenveen,2026-08-16 14:45:00,Game ended in draw.,Netherlands Eredivisie,Ajax,SC Heerenveen,2.0,2.0,8,10,7.0,2.0,10.0,3.0,23.0,14.0,102.0,83.0,67.0,40.0,54.0,46.0,,,16.0,9.0,7.0,5.0,2.0,3.0,2.0,13.0,17.0,10.0,8.0,10.0,6.0,3.0,3.0,1.0,1.47,4.97,6.37,,,,,,,,,1.42,4.75,7.0,2.37,1.53,,,,,,,0.68,0.2,0.16,,,,,,,,,0.7,0.21,0.14,0.42,0.65,,,,,,,2026-2027
